y,x,x1,x2
New Haven,262006.17,301052.14,2005-01-01
New Haven,241321.47,287809.41,2005-02-01
New Haven,258558.72,301929.64,2005-03-01
New Haven,275795.97,326613.17,2005-04-01
New Haven,289585.77,323702.43,2005-05-01
New Haven,303237.67,344558.32,2005-06-01
New Haven,315786.39,376645.69,2005-07-01
New Haven,315441.64,362726.1,2005-08-01
New Haven,296480.67,345741.0,2005-09-01
New Haven,306478.27,348107.95,2005-10-01
New Haven,301858.69,354886.3,2005-11-01
New Haven,306133.53,335620.26,2005-12-01
New Haven,287225.99,338031.36,2006-01-01
New Haven,287225.99,328703.54,2006-02-01
New Haven,287225.99,342178.75,2006-03-01
New Haven,300585.34,344670.2,2006-04-01
New Haven,307265.01,348424.71,2006-05-01
New Haven,323296.23,372572.26,2006-06-01
New Haven,320624.36,365909.14,2006-07-01
New Haven,316616.56,359376.8,2006-08-01
New Haven,307265.01,344205.15,2006-09-01
New Haven,307265.01,350179.75,2006-10-01
New Haven,296911.52,342946.54,2006-11-01
New Haven,313944.69,351552.43,2006-12-01
New Haven,272717.81,315949.7,2007-01-01
New Haven,272717.81,332944.75,2007-02-01
New Haven,292197.66,336548.34,2007-03-01
New Haven,295768.96,338433.28,2007-04-01
New Haven,298690.94,348077.89,2007-05-01
New Haven,315963.07,395608.12,2007-06-01
New Haven,311677.5,373114.62,2007-07-01
New Haven,311612.57,369959.85,2007-08-01
New Haven,302586.91,348135.44,2007-09-01
New Haven,285704.38,334473.99,2007-10-01
New Haven,280509.75,326614.3,2007-11-01
New Haven,281808.41,354167.4,2007-12-01
New Haven,262696.08,300994.69,2008-01-01
New Haven,266448.88,307665.32,2008-02-01
New Haven,262696.08,301171.73,2008-03-01
New Haven,273954.48,304033.44,2008-04-01
New Haven,268950.75,302920.29,2008-05-01
New Haven,290216.62,360464.2,2008-06-01
New Haven,290216.62,356632.58,2008-07-01
New Haven,278332.75,331098.14,2008-08-01
New Haven,267828.66,303875.15,2008-09-01
New Haven,250186.74,287392.49,2008-10-01
New Haven,237677.41,273318.55,2008-11-01
New Haven,225216.86,271695.92,2008-12-01
New Haven,219616.96,270288.46,2009-01-01
New Haven,200792.65,247796.73,2009-02-01
New Haven,219616.96,264589.07,2009-03-01
New Haven,225546.62,254265.84,2009-04-01
New Haven,238441.27,280028.64,2009-05-01
New Haven,240323.7,285117.27,2009-06-01
New Haven,259148.01,302994.96,2009-07-01
New Haven,250990.81,292027.72,2009-08-01
New Haven,238441.27,275390.09,2009-09-01
New Haven,238441.27,282728.79,2009-10-01
New Haven,229656.59,271658.56,2009-11-01
New Haven,229656.59,278941.89,2009-12-01
New Haven,209906.92,299971.65,2010-01-01
New Haven,216389.34,254514.38,2010-02-01
New Haven,211913.38,252461.43,2010-03-01
New Haven,232441.04,285144.62,2010-04-01
New Haven,222254.38,258694.61,2010-05-01
New Haven,251733.96,300872.57,2010-06-01
New Haven,228428.12,270937.69,2010-07-01
New Haven,240775.58,278055.5,2010-08-01
New Haven,222254.38,253526.25,2010-09-01
New Haven,228428.12,273317.59,2010-10-01
New Haven,218704.49,257387.08,2010-11-01
New Haven,218550.14,271949.83,2010-12-01
New Haven,203517.19,242374.42,2011-01-01
New Haven,201661.59,254897.31,2011-02-01
New Haven,173288.9,223629.24,2011-03-01
New Haven,210700.15,250822.46,2011-04-01
New Haven,220277.42,250061.82,2011-05-01
New Haven,227460.38,300004.99,2011-06-01
New Haven,227460.38,268360.89,2011-07-01
New Haven,217883.1,268598.53,2011-08-01
New Haven,215488.79,259022.95,2011-09-01
New Haven,187954.11,235718.93,2011-10-01
New Haven,207108.67,257927.92,2011-11-01
New Haven,194538.49,232221.9,2011-12-01
New Haven,181087.21,217967.44,2012-01-01
New Haven,175340.27,199667.0,2012-02-01
New Haven,181790.91,218585.63,2012-03-01
New Haven,203195.33,235608.4,2012-04-01
New Haven,203547.18,245066.17,2012-05-01
New Haven,222840.48,270615.42,2012-06-01
New Haven,211405.24,267184.0,2012-07-01
New Haven,220788.0,288481.01,2012-08-01
New Haven,205247.81,243852.4,2012-09-01
New Haven,205247.81,240314.85,2012-10-01
New Haven,205247.81,236375.51,2012-11-01
New Haven,199383.58,251890.48,2012-12-01
New Haven,177141.59,218327.01,2013-01-01
New Haven,184943.91,219025.56,2013-02-01
New Haven,179106.62,216495.95,2013-03-01
New Haven,190723.41,244217.01,2013-04-01
New Haven,202282.4,250688.08,2013-05-01
New Haven,213841.4,278463.12,2013-06-01
New Haven,225400.39,270846.12,2013-07-01
New Haven,225400.39,272049.21,2013-08-01
New Haven,217193.51,257893.63,2013-09-01
New Haven,211760.78,251748.21,2013-10-01
New Haven,196502.91,248549.78,2013-11-01
New Haven,195924.96,237199.41,2013-12-01
New Haven,167215.91,208657.25,2014-01-01
New Haven,171367.87,203772.5,2014-02-01
New Haven,176316.09,207999.71,2014-03-01
New Haven,182572.47,226502.7,2014-04-01
New Haven,193947.7,251915.88,2014-05-01
New Haven,208735.5,249793.29,2014-06-01
New Haven,216129.4,264723.91,2014-07-01
New Haven,204754.17,257430.95,2014-08-01
New Haven,182003.71,240787.53,2014-09-01
New Haven,192241.42,230669.68,2014-10-01
New Haven,190535.13,242818.61,2014-11-01
New Haven,176316.09,229438.55,2014-12-01
New Haven,176102.77,216049.71,2015-01-01
New Haven,167865.7,209089.34,2015-02-01
New Haven,170422.03,205961.13,2015-03-01
New Haven,181215.43,225923.4,2015-04-01
New Haven,191724.79,233476.52,2015-05-01
New Haven,215867.91,261556.01,2015-06-01
New Haven,210187.17,259418.2,2015-07-01
New Haven,221548.64,282242.85,2015-08-01
New Haven,201382.04,242923.51,2015-09-01
New Haven,193144.97,238325.19,2015-10-01
New Haven,179397.59,217004.09,2015-11-01
New Haven,187464.24,223851.72,2015-12-01
New Haven,191288.73,227873.76,2016-01-01
New Haven,176703.66,213956.28,2016-02-01
New Haven,182313.3,220256.11,2016-03-01
New Haven,179508.48,219194.89,2016-04-01
New Haven,206883.53,239831.86,2016-05-01
New Haven,224385.6,261763.09,2016-06-01
New Haven,224385.6,258518.89,2016-07-01
New Haven,217654.03,255289.82,2016-08-01
New Haven,203965.39,234437.26,2016-09-01
New Haven,201947.04,236368.88,2016-10-01
New Haven,205088.44,246697.52,2016-11-01
New Haven,207556.68,251473.78,2016-12-01
New Haven,186736.3,227158.09,2017-01-01
New Haven,181244.05,214236.94,2017-02-01
New Haven,175532.12,216481.92,2017-03-01
New Haven,177948.71,210164.57,2017-04-01
New Haven,201839.97,235250.82,2017-05-01
New Haven,220788.21,259349.47,2017-06-01
New Haven,225182.01,259601.95,2017-07-01
New Haven,230674.25,368810.97,2017-08-01
New Haven,208705.28,249279.58,2017-09-01
New Haven,219689.76,258957.47,2017-10-01
New Haven,204860.7,248764.66,2017-11-01
New Haven,196567.42,233061.77,2017-12-01
New Haven,187660.7,230647.79,2018-01-01
New Haven,182298.97,217220.98,2018-02-01
New Haven,193558.61,243481.55,2018-03-01
New Haven,206865.36,232170.93,2018-04-01
New Haven,203638.67,242670.03,2018-05-01
New Haven,234850.93,281884.6,2018-06-01
New Haven,233771.62,334807.74,2018-07-01
New Haven,225650.2,267368.33,2018-08-01
New Haven,209107.64,243842.57,2018-09-01
New Haven,203745.9,239285.91,2018-10-01
New Haven,193022.44,227420.68,2018-11-01
New Haven,198652.26,236943.72,2018-12-01
New Haven,179054.31,215140.58,2019-01-01
New Haven,179054.31,213347.85,2019-02-01
New Haven,194853.22,223324.61,2019-03-01
New Haven,205385.82,243858.39,2019-04-01
New Haven,210652.13,260124.14,2019-05-01
New Haven,231717.34,273325.79,2019-06-01
New Haven,226451.03,265229.74,2019-07-01
New Haven,231717.34,264582.63,2019-08-01
New Haven,210652.13,238261.21,2019-09-01
New Haven,216181.74,248499.01,2019-10-01
New Haven,205385.82,236266.9,2019-11-01
New Haven,205849.26,237321.14,2019-12-01
New Haven,192450.71,220055.44,2020-01-01
New Haven,187249.34,231884.42,2020-02-01
New Haven,220538.11,259088.74,2020-03-01
New Haven,247007.89,278889.49,2020-04-01
New Haven,254867.16,281356.73,2020-05-01
New Haven,235882.16,272667.65,2020-06-01
New Haven,249665.79,293630.99,2020-07-01
New Haven,254867.16,290100.76,2020-08-01
New Haven,265269.9,294688.58,2020-09-01
New Haven,262149.08,300630.95,2020-10-01
New Haven,254867.16,292314.69,2020-11-01
New Haven,259028.25,306328.46,2020-12-01
New Haven,232000.0,264803.59,2021-01-01
New Haven,231210.0,265658.1,2021-02-01
New Haven,240000.0,279889.46,2021-03-01
New Haven,247500.0,291638.14,2021-04-01
New Haven,255000.0,300469.91,2021-05-01
New Haven,275000.0,314417.99,2021-06-01
New Haven,272000.0,309985.4,2021-07-01
New Haven,267000.0,302522.26,2021-08-01
New Haven,263000.0,302625.49,2021-09-01
New Haven,260500.0,301419.45,2021-10-01
New London,187074.96,236506.76,2001-01-01
New London,205326.17,247620.67,2001-02-01
New London,194679.63,239516.02,2001-03-01
New London,210649.44,244959.93,2001-04-01
New London,197721.5,242496.98,2001-05-01
New London,217037.37,297138.05,2001-06-01
New London,211257.82,251437.64,2001-07-01
New London,210269.21,249564.11,2001-08-01
New London,209888.98,262546.69,2001-09-01
New London,212854.8,258933.21,2001-10-01
New London,205326.17,226659.89,2001-11-01
New London,193158.7,237412.37,2001-12-01
New London,204346.87,241999.61,2002-01-01
New London,208838.01,304760.65,2002-02-01
New London,203317.66,247691.49,2002-03-01
New London,213329.15,255994.41,2002-04-01
New London,215574.72,264045.76,2002-05-01
New London,236533.38,298315.17,2002-06-01
New London,230545.19,275788.01,2002-07-01
New London,239901.73,290992.45,2002-08-01
New London,231218.86,272000.92,2002-09-01
New London,224557.01,263369.05,2002-10-01
New London,224557.01,277690.76,2002-11-01
New London,225904.35,258612.47,2002-12-01
New London,226829.7,276917.9,2003-01-01
New London,234073.61,311777.45,2003-02-01
New London,234907.76,278213.39,2003-03-01
New London,254561.46,316211.5,2003-04-01
New London,241463.87,277942.88,2003-05-01
New London,248780.96,312820.77,2003-06-01
New London,261951.71,312603.41,2003-07-01
New London,270585.88,317576.04,2003-08-01
New London,274756.62,321663.26,2003-09-01
New London,263268.79,322345.56,2003-10-01
New London,256463.9,305782.34,2003-11-01
New London,256098.04,297168.44,2003-12-01
New London,245025.22,308408.55,2004-01-01
New London,249372.68,303723.75,2004-02-01
New London,256570.92,304328.22,2004-03-01
New London,272250.25,324139.75,2004-04-01
New London,285078.79,327553.52,2004-05-01
New London,286504.19,340831.24,2004-06-01
New London,299190.2,366395.95,2004-07-01
New London,280802.61,332320.07,2004-08-01
New London,286504.19,343779.16,2004-09-01
New London,299332.73,357497.93,2004-10-01
New London,277951.82,343163.33,2004-11-01
New London,292205.76,364106.02,2004-12-01
New London,285448.83,351521.67,2005-01-01
New London,303375.57,352941.34,2005-02-01
New London,296480.67,341692.5,2005-03-01
New London,301307.1,344799.25,2005-04-01
New London,324060.27,374043.88,2005-05-01
New London,336471.09,383522.8,2005-06-01
New London,317854.86,374294.21,2005-07-01
New London,340608.02,391679.7,2005-08-01
New London,320612.82,368787.2,2005-09-01
New London,316406.93,369892.74,2005-10-01
New London,344744.96,402807.26,2005-11-01
New London,326818.23,356933.61,2005-12-01
New London,312548.64,372746.12,2006-01-01
New London,300451.75,393765.46,2006-02-01
New London,319154.83,379713.4,2006-03-01
New London,320624.36,371096.1,2006-04-01
New London,320958.35,402570.52,2006-05-01
New London,328639.97,389711.12,2006-06-01
New London,320557.57,388383.9,2006-07-01
New London,326970.05,384641.3,2006-08-01
New London,305929.08,365725.01,2006-09-01
New London,321292.33,362791.33,2006-10-01
New London,306530.25,351686.51,2006-11-01
New London,300585.34,357352.1,2006-12-01
New London,313787.82,374095.6,2007-01-01
New London,294145.64,320787.9,2007-02-01
New London,318040.92,378301.26,2007-03-01
New London,322716.08,385102.49,2007-04-01
New London,327910.71,387977.19,2007-05-01
New London,325638.06,389134.3,2007-06-01
New London,351286.52,395986.66,2007-07-01
New London,319469.44,411263.26,2007-08-01
New London,311677.5,383838.86,2007-09-01
New London,297392.28,352761.01,2007-10-01
New London,314274.81,419274.43,2007-11-01
New London,305184.22,355342.25,2007-12-01
New London,282711.02,329799.29,2008-01-01
New London,260194.21,312853.87,2008-02-01
New London,273954.48,300529.73,2008-03-01
New London,282585.93,312858.97,2008-04-01
New London,293969.42,333737.55,2008-05-01
New London,291417.52,402051.2,2008-06-01
New London,294907.62,333550.3,2008-07-01
New London,272641.0,356652.85,2008-08-01
New London,270201.68,319833.87,2008-09-01
New London,268825.66,305335.23,2008-10-01
New London,237552.31,284545.42,2008-11-01
New London,239241.07,295629.47,2008-12-01
New London,232166.5,270978.45,2009-01-01
New London,238441.27,276516.42,2009-02-01
New London,232166.5,313762.64,2009-03-01
New London,260402.97,309672.58,2009-04-01
New London,258457.79,300712.41,2009-05-01
New London,252245.77,295982.85,2009-06-01
New London,269815.12,298654.19,2009-07-01
New London,249108.38,290475.63,2009-08-01
New London,250990.81,293136.84,2009-09-01
New London,250300.59,306110.01,2009-10-01
New London,251618.29,285718.76,2009-11-01
New London,237186.32,268118.78,2009-12-01
New London,234601.85,252200.33,2010-01-01
New London,240158.21,301180.06,2010-02-01
New London,269174.75,328459.68,2010-03-01
New London,246949.32,291594.55,2010-04-01
New London,259296.78,292753.82,2010-05-01
New London,246949.32,304924.23,2010-06-01
New London,222254.38,291063.89,2010-07-01
New London,264853.14,322043.89,2010-08-01
New London,259296.78,294412.99,2010-09-01
New London,280287.47,313798.57,2010-10-01
New London,231514.98,300978.03,2010-11-01
New London,244479.82,337301.5,2010-12-01
New London,233446.18,287804.51,2011-01-01
New London,227460.38,278217.3,2011-02-01
New London,203517.19,257098.21,2011-03-01
New London,215488.79,238012.47,2011-04-01
New London,215488.79,273177.8,2011-05-01
New London,224467.48,337091.18,2011-06-01
New London,219080.26,350711.23,2011-07-01
New London,244220.62,287546.73,2011-08-01
New London,232189.17,280851.34,2011-09-01
New London,211897.31,277645.56,2011-10-01
New London,218481.68,260937.52,2011-11-01
New London,227460.38,266529.96,2011-12-01
New London,205247.81,257275.04,2012-01-01
New London,213311.11,239216.59,2012-02-01
New London,232809.65,272104.51,2012-03-01
New London,246531.94,302212.07,2012-04-01
New London,258025.81,298303.97,2012-05-01
New London,231343.6,277835.0,2012-06-01
New London,263890.04,303746.32,2012-07-01
New London,220494.79,277310.63,2012-08-01
New London,240433.14,259836.28,2012-09-01
New London,223639.18,274436.77,2012-10-01
New London,228704.7,279927.67,2012-11-01
New London,199383.58,262464.42,2012-12-01
New London,184943.91,213177.34,2013-01-01
New London,184943.91,221084.23,2013-02-01
New London,213841.4,292776.5,2013-03-01
New London,208061.9,254926.2,2013-04-01
New London,221354.74,252984.01,2013-05-01
New London,233722.87,259726.79,2013-06-01
New London,231179.89,280155.06,2013-07-01
New London,242160.94,284284.74,2013-08-01
New London,228290.14,269881.18,2013-09-01
New London,239791.34,270792.01,2013-10-01
New London,202282.4,238754.71,2013-11-01
New London,202282.4,271802.96,2013-12-01
New London,182231.21,261657.63,2014-01-01
New London,179103.02,207470.73,2014-02-01
New London,193378.94,224727.54,2014-03-01
New London,187691.33,228751.76,2014-04-01
New London,216129.4,261940.41,2014-05-01
New London,221817.02,268759.42,2014-06-01
New London,213854.36,256393.98,2014-07-01
New London,222397.16,256405.11,2014-08-01
New London,227504.64,283102.4,2014-09-01
New London,203616.65,265190.6,2014-10-01
New London,214991.88,259285.0,2014-11-01
New London,215560.64,255388.09,2014-12-01
New London,201424.64,247542.29,2015-01-01
New London,176102.77,212730.62,2015-02-01
New London,195985.34,240875.64,2015-03-01
New London,187464.24,241894.81,2015-04-01
New London,225809.19,274445.41,2015-05-01
New London,204506.44,246447.45,2015-06-01
New London,244271.58,278279.69,2015-07-01
New London,214731.76,256928.08,2015-08-01
New London,198825.7,242505.12,2015-09-01
New London,178375.06,225287.48,2015-10-01
New London,201666.07,248725.88,2015-11-01
New London,192008.82,233105.23,2015-12-01
New London,188483.91,223701.32,2016-01-01
New London,200825.11,210322.69,2016-02-01
New London,190615.57,217869.02,2016-03-01
New London,179508.48,219971.98,2016-04-01
New London,209800.54,258701.02,2016-05-01
New London,216532.11,249742.26,2016-06-01
New London,216251.62,241192.17,2016-07-01
New London,231117.17,263181.26,2016-08-01
New London,211146.85,248543.85,2016-09-01
New London,218775.96,282149.38,2016-10-01
New London,191288.73,229158.24,2016-11-01
New London,221861.26,266306.41,2016-12-01
New London,201510.44,217771.98,2017-01-01
New London,205327.0,229535.44,2017-02-01
New London,181134.21,211963.36,2017-03-01
New London,204366.4,234580.74,2017-04-01
New London,208705.28,247006.21,2017-05-01
New London,232157.16,264425.68,2017-06-01
New London,236166.5,254591.11,2017-07-01
New London,221886.66,258435.83,2017-08-01
New London,230564.41,268748.6,2017-09-01
New London,244954.09,297595.76,2017-10-01
New London,209529.11,274265.74,2017-11-01
New London,230674.25,259737.43,2017-12-01
New London,195167.13,215139.39,2018-01-01
New London,198920.34,235443.85,2018-02-01
New London,207499.12,237896.34,2018-03-01
New London,209107.64,251504.69,2018-04-01
New London,225198.2,268146.98,2018-05-01
New London,230554.58,267556.37,2018-06-01
New London,234307.79,281185.07,2018-07-01
New London,233771.62,279538.07,2018-08-01
New London,197848.0,246540.26,2018-09-01
New London,219831.11,254523.38,2018-10-01
New London,215541.72,255319.63,2018-11-01
New London,207499.12,238664.29,2018-12-01
New London,215918.43,249973.44,2019-01-01
New London,210652.13,233200.57,2019-02-01
New London,208150.63,260962.57,2019-03-01
New London,215918.43,252928.78,2019-04-01
New London,226451.03,268073.21,2019-05-01
New London,243303.2,263474.99,2019-06-01
New London,236983.64,280633.19,2019-07-01
New London,231717.34,265494.44,2019-08-01
New London,226451.03,274519.11,2019-09-01
New London,218814.9,264242.98,2019-10-01
New London,218551.58,264811.22,2019-11-01
New London,231717.34,249721.49,2019-12-01
New London,213256.19,247079.12,2020-01-01
New London,207430.66,227008.99,2020-02-01
New London,217937.43,242452.83,2020-03-01
New London,236090.21,269370.41,2020-04-01
New London,240771.44,269338.93,2020-05-01
New London,249665.79,298161.54,2020-06-01
New London,261108.8,302197.94,2020-07-01
New London,262409.15,299341.19,2020-08-01
New London,279209.57,334706.19,2020-09-01
New London,270471.27,344248.87,2020-10-01
New London,270367.24,330238.55,2020-11-01
New London,260068.53,330915.6,2020-12-01
New London,224000.0,278862.16,2021-01-01
New London,250000.0,299058.67,2021-02-01
New London,239000.0,286087.61,2021-03-01
New London,250000.0,297213.28,2021-04-01
New London,263350.0,322130.19,2021-05-01
New London,280000.0,311439.43,2021-06-01
New London,275000.0,325331.67,2021-07-01
New London,285000.0,338057.4,2021-08-01
New London,268500.0,309011.73,2021-09-01
New London,266700.0,329944.7,2021-10-01
Connecticut,214451.78,342552.42,2001-01-01
Connecticut,214451.78,349346.53,2001-02-01
Connecticut,217493.65,337250.78,2001-03-01
Connecticut,220535.52,337112.25,2001-04-01
Connecticut,228140.19,334997.97,2001-05-01
Connecticut,243349.54,374185.15,2001-06-01
Connecticut,243349.54,366500.51,2001-07-01
Connecticut,250954.21,388026.12,2001-08-01
Connecticut,240307.67,341957.62,2001-09-01
Connecticut,233809.48,322144.44,2001-10-01
Connecticut,229661.13,323005.86,2001-11-01
Connecticut,230421.59,332933.98,2001-12-01
Connecticut,231892.53,340677.85,2002-01-01
Connecticut,224482.15,331758.85,2002-02-01
Connecticut,235036.33,360223.7,2002-03-01
Connecticut,232042.24,338631.96,2002-04-01
Connecticut,247012.71,377019.93,2002-05-01
Connecticut,262432.29,413482.61,2002-06-01
Connecticut,267971.36,427428.18,2002-07-01
Connecticut,276953.64,413867.13,2002-08-01
Connecticut,257791.44,375839.74,2002-09-01
Connecticut,259737.6,370760.47,2002-10-01
Connecticut,255994.99,372544.27,2002-11-01
Connecticut,254497.94,360826.61,2002-12-01
Connecticut,251707.79,381792.67,2003-01-01
Connecticut,242927.29,344608.27,2003-02-01
Connecticut,248780.96,353841.08,2003-03-01
Connecticut,263415.13,378225.95,2003-04-01
Connecticut,273659.05,394254.6,2003-05-01
Connecticut,289756.64,424296.42,2003-06-01
Connecticut,303659.11,445299.28,2003-07-01
Connecticut,307317.65,452703.29,2003-08-01
Connecticut,288293.23,413083.16,2003-09-01
Connecticut,276585.89,393052.42,2003-10-01
Connecticut,285293.22,401128.04,2003-11-01
Connecticut,285366.39,399508.19,2003-12-01
Connecticut,277809.29,419330.69,2004-01-01
Connecticut,259421.7,407141.5,2004-02-01
Connecticut,277809.29,400279.31,2004-03-01
Connecticut,289354.98,449061.21,2004-04-01
Connecticut,313444.13,450773.19,2004-05-01
Connecticut,326415.22,474337.92,2004-06-01
Connecticut,336392.98,497344.79,2004-07-01
Connecticut,334967.58,492241.15,2004-08-01
Connecticut,319288.25,460124.49,2004-09-01
Connecticut,313586.67,441950.97,2004-10-01
Connecticut,319288.25,447763.33,2004-11-01
Connecticut,320713.64,449997.67,2004-12-01
Connecticut,313028.43,453930.03,2005-01-01
Connecticut,296480.67,446242.32,2005-02-01
Connecticut,310270.47,444648.86,2005-03-01
Connecticut,321302.31,466345.01,2005-04-01
Connecticut,333713.13,475864.3,2005-05-01
Connecticut,350122.99,506686.63,2005-06-01
Connecticut,365429.66,532368.25,2005-07-01
Connecticut,359899.95,533237.41,2005-08-01
Connecticut,341987.0,481860.24,2005-09-01
Connecticut,338539.55,468672.77,2005-10-01
Connecticut,341987.0,470012.29,2005-11-01
Connecticut,344744.96,484277.97,2005-12-01
Connecticut,327304.04,477667.56,2006-01-01
Connecticut,320624.36,463871.06,2006-02-01
Connecticut,333983.71,483459.62,2006-03-01
Connecticut,332647.78,464063.99,2006-04-01
Connecticut,336655.58,488281.91,2006-05-01
Connecticut,354022.73,514354.45,2006-06-01
Connecticut,354022.73,509351.3,2006-07-01
Connecticut,347209.47,484928.9,2006-08-01
Connecticut,340663.38,460984.08,2006-09-01
Connecticut,332313.79,439036.54,2006-10-01
Connecticut,332647.78,450144.93,2006-11-01
Connecticut,333983.71,469961.12,2006-12-01
Connecticut,323365.41,487193.41,2007-01-01
Connecticut,316872.13,460332.11,2007-02-01
Connecticut,328560.03,491398.84,2007-03-01
Connecticut,333494.93,492017.95,2007-04-01
Connecticut,344014.04,523112.33,2007-05-01
Connecticut,363493.89,551033.75,2007-06-01
Connecticut,357130.47,551415.07,2007-07-01
Connecticut,354533.16,524377.63,2007-08-01
Connecticut,324664.06,468288.16,2007-09-01
Connecticut,324664.06,451311.77,2007-10-01
Connecticut,324664.06,491692.5,2007-11-01
Connecticut,315248.81,452794.37,2007-12-01
Connecticut,290216.62,410239.68,2008-01-01
Connecticut,293343.96,432164.93,2008-02-01
Connecticut,294845.08,418402.69,2008-03-01
Connecticut,300224.09,435543.03,2008-04-01
Connecticut,300224.09,430664.61,2008-05-01
Connecticut,317424.43,473092.24,2008-06-01
Connecticut,324367.11,485942.78,2008-07-01
Connecticut,312608.34,476250.72,2008-08-01
Connecticut,293969.42,406383.41,2008-09-01
Connecticut,281460.09,379110.69,2008-10-01
Connecticut,271765.35,358618.28,2008-11-01
Connecticut,258317.81,343771.4,2008-12-01
Connecticut,245820.4,336442.16,2009-01-01
Connecticut,244716.04,334728.23,2009-02-01
Connecticut,250990.81,350997.21,2009-03-01
Connecticut,250990.81,339754.02,2009-04-01
Connecticut,266402.9,359267.56,2009-05-01
Connecticut,287384.48,398490.06,2009-06-01
Connecticut,289768.89,415977.58,2009-07-01
Connecticut,283619.62,407129.6,2009-08-01
Connecticut,269815.12,383234.8,2009-09-01
Connecticut,269815.12,382426.09,2009-10-01
Connecticut,269815.12,362637.71,2009-11-01
Connecticut,269815.12,388491.58,2009-12-01
Connecticut,248316.18,397664.96,2010-01-01
Connecticut,246949.32,369525.33,2010-02-01
Connecticut,259296.78,374887.16,2010-03-01
Connecticut,261457.59,393752.59,2010-04-01
Connecticut,271520.77,380875.69,2010-05-01
Connecticut,289856.76,421652.01,2010-06-01
Connecticut,283991.71,475261.3,2010-07-01
Connecticut,295968.75,453195.27,2010-08-01
Connecticut,271644.25,405001.38,2010-09-01
Connecticut,280904.85,411486.64,2010-10-01
Connecticut,271644.25,395895.98,2010-11-01
Connecticut,269174.75,426012.38,2010-12-01
Connecticut,249009.26,399894.33,2011-01-01
Connecticut,239431.98,373579.76,2011-02-01
Connecticut,229854.7,356291.93,2011-03-01
Connecticut,250206.42,404780.68,2011-04-01
Connecticut,263375.18,440170.62,2011-05-01
Connecticut,286719.8,474161.1,2011-06-01
Connecticut,271695.44,420747.98,2011-07-01
Connecticut,269360.98,414584.86,2011-08-01
Connecticut,262477.31,392413.52,2011-09-01
Connecticut,230153.99,332481.64,2011-10-01
Connecticut,240629.14,347086.5,2011-11-01
Connecticut,234643.34,337004.6,2011-12-01
Connecticut,212871.3,327026.64,2012-01-01
Connecticut,211112.03,313676.18,2012-02-01
Connecticut,224013.32,329631.09,2012-03-01
Connecticut,234568.92,333069.61,2012-04-01
Connecticut,248643.06,369621.98,2012-05-01
Connecticut,268288.2,422234.38,2012-06-01
Connecticut,269754.26,410161.23,2012-07-01
Connecticut,260632.46,399354.43,2012-08-01
Connecticut,238967.09,368385.14,2012-09-01
Connecticut,240433.14,333878.74,2012-10-01
Connecticut,232444.9,347918.28,2012-11-01
Connecticut,239260.3,413083.87,2012-12-01
Connecticut,212685.5,322310.24,2013-01-01
Connecticut,212685.5,327770.25,2013-02-01
Connecticut,218465.0,335015.09,2013-03-01
Connecticut,233491.69,351469.41,2013-04-01
Connecticut,256320.7,403389.91,2013-05-01
Connecticut,271636.37,436401.37,2013-06-01
Connecticut,277415.87,418069.96,2013-07-01
Connecticut,277415.87,411452.53,2013-08-01
Connecticut,248518.38,354848.41,2013-09-01
Connecticut,242738.88,331514.02,2013-10-01
Connecticut,231179.89,356753.19,2013-11-01
Connecticut,236959.39,375131.15,2013-12-01
Connecticut,212716.84,325352.41,2014-01-01
Connecticut,207427.35,312401.23,2014-02-01
Connecticut,204754.17,315194.82,2014-03-01
Connecticut,222954.54,350882.56,2014-04-01
Connecticut,244567.48,386920.54,2014-05-01
Connecticut,262767.86,406910.26,2014-06-01
Connecticut,264031.64,392500.08,2014-07-01
Connecticut,261630.33,402717.22,2014-08-01
Connecticut,234329.78,342865.75,2014-09-01
Connecticut,229779.68,344060.47,2014-10-01
Connecticut,233590.39,348954.56,2014-11-01
Connecticut,220679.5,348911.95,2014-12-01
Connecticut,210755.25,324290.15,2015-01-01
Connecticut,207346.81,326617.82,2015-02-01
Connecticut,215867.91,316722.74,2015-03-01
Connecticut,220412.5,345025.01,2015-04-01
Connecticut,246742.7,372983.83,2015-05-01
Connecticut,261313.78,400789.11,2015-06-01
Connecticut,263586.08,393154.16,2015-07-01
Connecticut,255633.05,371969.64,2015-08-01
Connecticut,244271.58,343905.76,2015-09-01
Connecticut,227229.38,338168.5,2015-10-01
Connecticut,221548.64,322542.35,2015-11-01
Connecticut,227115.76,319378.5,2015-12-01
Connecticut,218775.96,320153.12,2016-01-01
Connecticut,209800.54,304031.32,2016-02-01
Connecticut,211483.43,303966.57,2016-03-01
Connecticut,224385.6,326993.41,2016-04-01
Connecticut,243458.38,339628.87,2016-05-01
Connecticut,258043.44,387705.26,2016-06-01
Connecticut,258043.44,355986.41,2016-07-01
Connecticut,258043.44,348972.75,2016-08-01
Connecticut,246711.97,336035.33,2016-09-01
Connecticut,236726.81,338087.27,2016-10-01
Connecticut,235604.88,324631.82,2016-11-01
Connecticut,234482.95,325508.89,2016-12-01
Connecticut,217383.02,316073.2,2017-01-01
Connecticut,214197.52,317040.56,2017-02-01
Connecticut,212000.62,302700.11,2017-03-01
Connecticut,225182.01,319949.67,2017-04-01
Connecticut,238638.01,326258.33,2017-05-01
